id;text_para;pre_na;pre_0
589166;The scoreboard underlines the need to better understand the reality facing consumers for example in the banking sector.;NA;NA
1064270;The new Regulation was also the first piece of legislation to integrate the new Commission definition on nanomaterials.;NA;NA
1213710;State aid: Commission opens in-depth investigation into new tax based funding system for Spanish public broadcaster RTVE;NA;NA
1947130;State aid: Commission opens in-depth investigation into new tax based funding system for Spanish public broadcaster RTVE;NA;NA
2063229;State aid: Commission opens in-depth investigation into new tax based funding system for Spanish public broadcaster RTVE;NA;NA
461700;"The way forward is precisely the opposite; more open and more competitive markets and less discretionary public support.";NA;NA
257993;Thus, based on science, we did not consider appropriate to use potency as criterion for identifying endocrine disruptors.;NA;NA
258040;Thus, based on science, we did not consider appropriate to use potency as criterion for identifying endocrine disruptors.;NA;NA
92858;More flexible admission conditions, enhanced rights and the possibility to move and work more easily between Member States.;NA;NA
1636903;European Commission helps transport aid workers and medical material to Ebola affected areas in Democratic Republic of Congo;NA;NA
92354;For example, Horizon Europe, with 95.5 billion euros over the next 7 years to promote excellence in research and innovation.;NA;NA
287612;Together with the proposals on effort sharing, the Commission will present a Communication on the decarbonisation of transport;NA;NA
129331;With the passage of time, the Espoo Convention and the Strategic Environmental Assessment Protocol have proved their potential.;NA;NA
1903967;Review the opportunities for making progress on biodiversity, a pre-condition for access to some Community funding instruments.;NA;NA
1167910;Emissions Trading: Statement by Commissioner for Climate Action Connie Hedegaard on regulatory oversight of the EU carbon market;NA;NA
1673530;Emissions Trading: Statement by Commissioner for Climate Action Connie Hedegaard on regulatory oversight of the EU carbon market;NA;NA
2061333;Emissions Trading: Statement by Commissioner for Climate Action Connie Hedegaard on regulatory oversight of the EU carbon market;NA;NA
1492966;Failure to report on hazardous waste installations: Commission decides to notify Reasoned Opinions to Greece, Italy and Portugal;NA;NA
2094462;Failure to report on hazardous waste installations: Commission decides to notify Reasoned Opinions to Greece, Italy and Portugal;NA;NA
1046714;"there are administrative barriers such as complex licensing and consenting procedures, which can delay projects and raise costs;";NA;NA
1893564;"there are administrative barriers such as complex licensing and consenting procedures, which can delay projects and raise costs;";NA;NA
1736118;"SPEECH BY MR DELORS TO THE CONFEDERATION OF BRITISH INDUSTRIES - LONDON, OCTOBER 29 1985 : ""THE OUTLOOK FOR THE EUROPEAN ECONOMY""";NA;NA
2047785;"SPEECH BY MR DELORS TO THE CONFEDERATION OF BRITISH INDUSTRIES - LONDON, OCTOBER 29 1985 : ""THE OUTLOOK FOR THE EUROPEAN ECONOMY""";NA;NA
1954751;"Speech by Joe Borg : ""A European Marine Research Strategy for the European Maritime Policy"" at EurOCEAN 2007 Conference (Aberdeen)";NA;NA
1173444;"Jointly with key stakeholders, the Commission will identify best practices in alternative dispute resolution in the energy sector;";NA;NA
1900490;"Jointly with key stakeholders, the Commission will identify best practices in alternative dispute resolution in the energy sector;";NA;NA
268228;First, we keep promoting diversity and inclusion in the labour market by supporting voluntary initiatives like Diversity Charters.;NA;NA
268247;First, we keep promoting diversity and inclusion in the labour market by supporting voluntary initiatives like Diversity Charters.;NA;NA
1791561;State aid: Commission approves €10.3 million Romanian scheme to support airport operators in the context of the coronavirus pandemic;NA;NA
859045;Businesses with patented or proprietary products perform substantially better in gaining or retaining market share than those without.;NA;NA
1972909;"Speech by Erkki Liikanen : ""eEurope and the electronic communications sector"" at the British Chamber of Commerce - EU Committee (13/03)";NA;NA
1972917;"Speech by Erkki Liikanen : ""eEurope and the electronic communications sector"" at the British Chamber of Commerce - EU Committee (13/03)";NA;NA
1736011;"SPEECH BY MR SUTHERLAND AT THE CONFEDERATION OF BRITISH INDUSTRY - LONDON, FEBRUARY 22 1988 : ""EXTERNAL ASPECTS OF THE INTERNAL MARKET""";NA;NA
2047671;"SPEECH BY MR SUTHERLAND AT THE CONFEDERATION OF BRITISH INDUSTRY - LONDON, FEBRUARY 22 1988 : ""EXTERNAL ASPECTS OF THE INTERNAL MARKET""";NA;NA
1762990;State aid: Commission approves €1.7 million public support to increase broadband availability in Lazdijai and Alytus municipalities in Lithuania;NA;NA
1951113;State aid: Commission approves €1.7 million public support to increase broadband availability in Lazdijai and Alytus municipalities in Lithuania;NA;NA
2068156;State aid: Commission approves €1.7 million public support to increase broadband availability in Lazdijai and Alytus municipalities in Lithuania;NA;NA
1735999;"ADDRESS BY MR PETER SUTHERLAND AT THE NATIONAL TRANSPORT CONFERENCE - CORK, MARCH 25 1988 : ""COMPETITION IN TRANSPORT SERVICES : MOVING TOWARDS 1992""";NA;NA
2047658;"ADDRESS BY MR PETER SUTHERLAND AT THE NATIONAL TRANSPORT CONFERENCE - CORK, MARCH 25 1988 : ""COMPETITION IN TRANSPORT SERVICES : MOVING TOWARDS 1992""";NA;NA
1314;Today is a very good day, for the European Union and for the people of Andorra and San Marino.;NA;NA
46061;That's why I was really interested to hear the research and what we might do with that research.;NA;NA
785;So thank you, once again, Teresa. It has been a pleasure to work with you and we have delivered.;NA;NA
524657;Implementation will have to play an important role, so we need to look hard at ways to improve it.;NA;NA
195199;I am happy to see that Croatia is taking steps to give social protection also to the self-employed.;NA;NA
2000;We must continue this work, because it is clear that food is our past, our present, and our future.;NA;NA
18974;At the global level, child participation is a right in the UN Convention on the Rights of the Child.;NA;NA
186874;So the aim is to lay the building blocks of the Capital Markets Union before the next European elections.;NA;NA
1811559;8 million young people who are stuck in limbo, without a purpose, without an income, missing out on so much.;NA;NA
1811561;8 million young people who are stuck in limbo, without a purpose, without an income, missing out on so much.;NA;NA
302573;I would like us to remember together the definition of health as it is defined by World Health Organisation.;NA;NA
302683;I would like us to remember together the definition of health as it is defined by World Health Organisation.;NA;NA
24772;Well, you can find the Commission answer in what we call the EU Strategy for Sustainable and Circular Textiles.;NA;NA
489632;A stakeholder workshop to discuss in particular compliance issues will take place on the 1st of June in Brussels.;NA;NA
418100;In particular it sets a target for lifting at least 20 million people out of poverty and social exclusion by 2020.;NA;NA
2107681;SUMMARY OF SPEECH FOR MR SUTHERLAND TO A MEETING OF DIRECTOR GENERALS OF COMPETITION FROM THE TWELVE MEMBER STATES;NA;NA
28611;The WHO is a cornerstone of the global health architecture and an indispensable ally for our European Health Union.;NA;NA
131717;Prioritising investments and reforms in R&I and focusing on the digital and green transformation and on the recovery.;NA;NA
1816850;Prioritising investments and reforms in R&I and focusing on the digital and green transformation and on the recovery.;NA;NA
1655804;"Speech by Commissioner Janez Potočnik: ""Getting the future we really want will depend on each one of us"" – rediffusion";NA;NA
1123182;"€ 21.5 million charged to Italy for the weaknesses in the controls of mills and compatibility of yields for olive oil;";NA;NA
1897666;"€ 21.5 million charged to Italy for the weaknesses in the controls of mills and compatibility of yields for olive oil;";NA;NA
1541371;Recent developments in the rule of law and anti-corruption show that a comprehensive judiciary reform is long overdue.;NA;NA
339137; EU membership has been of enormous benefit to Irish agriculture, whether in terms of providing market access to over;NA;NA
339220; EU membership has been of enormous benefit to Irish agriculture, whether in terms of providing market access to over;NA;NA
1460867;More detailed information on the forecasts is available in supplement A of European Economy published on the internet at;NA;NA
1480567;More detailed information on the forecasts is available in supplement A of European Economy published on the internet at;NA;NA
1063906;The Commission has today adopted a communication on shadow banking and proposed new rules for money market funds (MMFs).;NA;NA
1962043;Posting of workers from the new Member States : Commission asks the Netherlands to put an end to unjustified restrictions;NA;NA
1532307;Instead, the EU and U.S. should be building an open, thriving transatlantic marketplace for our innovators and investors.;NA;NA
1224603;"EU Healthy Eating Campaign ""The Tasty Bunch"" – A new initiative to promote healthy lifestyle and balanced diet among kids";NA;NA
2063720;"EU Healthy Eating Campaign ""The Tasty Bunch"" – A new initiative to promote healthy lifestyle and balanced diet among kids";NA;NA
1513419;Proposal for a Council and Commission decision on the signing and conclusion of a Euro-Mediterranean agreement with Jordan;NA;NA
2095879;Proposal for a Council and Commission decision on the signing and conclusion of a Euro-Mediterranean agreement with Jordan;NA;NA
1769509;Promoting EU citizens' exercise of their electoral rights in their State of residence in the context of European elections;NA;NA
1956829;Promoting EU citizens' exercise of their electoral rights in their State of residence in the context of European elections;NA;NA
2075582;Promoting EU citizens' exercise of their electoral rights in their State of residence in the context of European elections;NA;NA
464529;Adequate, sustainable pensions depend on good jobs and a sound balance between time spent in employment and in retirement.;NA;NA
465030;Adequate, sustainable pensions depend on good jobs and a sound balance between time spent in employment and in retirement.;NA;NA
434752;Secondly, the Commission will ensure that the challenges of the green economy are mainstreamed in the European Social Fund.;NA;NA
1242162;The texts of the Television without Frontiers Directive and of the new Audiovisual Media Services Directive are available at;NA;NA
519;This is a resounding success. And I congratulate once more the Council and the Parliament for their successful negotiations.;NA;NA
983619;Press release: Completing the reform of the Common European Asylum System: Towards an efficient, fair and humane asylum policy;NA;NA
26733;In other words, we are concerned about two potentially anticompetitive conducts by Google, which are both about favouring AdX.;NA;NA
1120;We have also been supporting Afghans. We gave humanitarian corridors to Afghans in need.47.000 directly to the European Union.;NA;NA
423187;Let me very briefly use the opportunity to congratulate the European Parliament and Chancellor Faymann for holding this debate.;NA;NA
410;I would also like to welcome Members of the Bundestag Enak Ferlemann, Andreas Mattfeldt, Oliver Grundmann and Daniel Schneider,;NA;NA
55;Then, High Representative/ Vice President of the Commission Josep Borrell informed the College about his recent visit to Moscow.;NA;NA
1431403;Commission clears Swedish joint venture between Saab and WM-Data for the provision of aerospace and automotive consulting services;NA;NA
1981702;Commission clears Swedish joint venture between Saab and WM-Data for the provision of aerospace and automotive consulting services;NA;NA
2090069;Commission clears Swedish joint venture between Saab and WM-Data for the provision of aerospace and automotive consulting services;NA;NA
1957267;"Speech by Danuta Hübner : ""New directions in EU regional policy: the innovation and competitiveness agenda"" at University of Leeds";NA;NA
1885194;Deep and Comprehensive Free Trade Areas (DCFTAs) that create stronger economic links between the EU and its neighbouring countries;NA;NA
527988;5. This crisis has exposed structural weaknesses in the ability of different European transport modes to substitute for each other.;NA;NA
1552944;We are also working to increase the supply, quality and image of apprenticeships through the European Alliance for Apprenticeships.;NA;NA
1356581;"identifying any regulatory or legislative changes that would be necessary to implement the recommendations of the Working Group; and";NA;NA
1885598;Specific tax exemptions granted since 2004 to Correos gave it an undue advantage amounting to approximately to €0.9 million in total.;NA;NA
602816;Early language learning also promotes openness towards foreign languages and cultures, and this openness endures throughout one's life.;NA;NA
1598824;Michel Barnier also informed Commissioners on the latest developments following the last technical meetings with the UK negotiating team.;NA;NA
708187;Indeed, the essence is to combine the flexibility of voluntary standards with the certainty of technologically neutral legislative control.;NA;NA
976435;"Communication and Annex: ""The EU Environmental Implementation Review: Common challenges and how to combine efforts to deliver better results""";NA;NA
1988562;"Communication and Annex: ""The EU Environmental Implementation Review: Common challenges and how to combine efforts to deliver better results""";NA;NA
1597684;The European Semester Autumn Package represents the beginning of the 2020 European Semester cycle of economic and social policy coordination.;NA;NA
727716;Several Member States and stakeholders have expressed doubts on the rationale behind the 60/40 partial decoupling proposed by the Commission.;NA;NA
1736057;"ADDRESS BY MR SUTHERLAND AT THE COMPETITION LAW CONFERENCE, LANCASTER HOUSE - LONDON, JULY 13 1987 : ""COMPETITION POLICY IN THE ECONOMIC CONTEXT""";NA;NA
2047719;"ADDRESS BY MR SUTHERLAND AT THE COMPETITION LAW CONFERENCE, LANCASTER HOUSE - LONDON, JULY 13 1987 : ""COMPETITION POLICY IN THE ECONOMIC CONTEXT""";NA;NA
169694;It highlighted the importance of food safety for food security, economic prosperity, agriculture, market access, tourism and sustainable development.;NA;NA
327118;In that vision, economic development and social progress are closely intertwined and mutually reinforcing. Together, they contribute to sustainability.;NA;NA
1543391;I am happy to meet you here in Europe House in London, at the end of this sixth negotiation round.;NA;NA
123952;And today we have a Cancer Plan that we are confident will be a game-changer for Europe and beyond.;NA;NA
978488;The commitments will apply in the EEA for a period of five years and will be monitored by a trustee.;NA;NA
151618;The corona crisis is the worst we have ever seen. And the recession is the deepest one in EU history.;NA;NA
293834;That is why it is so essential that all hotspots are rolled out and made swiftly operational here in Italy.;NA;NA
293903;That is why it is so essential that all hotspots are rolled out and made swiftly operational here in Italy.;NA;NA
278997;We will not fail to protest. We will not fail to fight, for freedom, for equality, for fraternity in Europe.;NA;NA
279040;We will not fail to protest. We will not fail to fight, for freedom, for equality, for fraternity in Europe.;NA;NA
1562484;All the measures we have adopted so far and presented today will succeed if we all continue to work together.;NA;NA
1562516;All the measures we have adopted so far and presented today will succeed if we all continue to work together.;NA;NA
1799161;Trilateral talks with Russia and Ukraine on the future of gas transit via Ukraine to take place on Monday 21st;NA;NA
7469;Of course, we discuss climate files like this one, with the binding goals of the European Climate Law in mind.;NA;NA
708661;Nobody is being forced. Again, the Commission is not trying to act like “Big Brother” or create a “nanny state”.;NA;NA
95299;And to give a last example, the Commission just presented a proposal to have 2022 as the European Year of Youth.;NA;NA
90159;Ladies and gentlemen, I will conclude with the reminder, that, in an emergency, you need someone you can count on.;NA;NA
498373;Your Ten Year Network Development Plans will be a crucial tool to deliver on the aims of the Infrastructure Package.;NA;NA
1148;And that was very much by setting up the Solidarity Platform.In the beginning the Solidarity Platform met every day.;NA;NA
1782868;Why do trade scenarios in the study not include so-called tariff-rate quotas (TRQ) volumes for on-going negotiations?;NA;NA
332401;This is just one of a range of ongoing initiatives which will further strengthen the EU response to potential crises.;NA;NA
514559;The key word today is partnership. We have seen the potential of using public money to lever in private contributions.;NA;NA
1319984;As an answer to these expectations, the Commission will ensure a follow-up to the EYES 2004 along the following lines:;NA;NA
1863849;Design, as much as technological ideas, is part of the intellectual capital that is the basis of the knowledge economy.;NA;NA
69273;The current crisis has made it absolutely clear: food security must be a fundamental priority of the European Green Deal.;NA;NA
173599;And we are in the process of developing a cyber sanctions regime, and working to enable better attribution of cyberattacks.;NA;NA
181129;And we are in the process of developing a cyber sanctions regime, and working to enable better attribution of cyberattacks.;NA;NA
1076467;No more costly and bureaucratic stamps for public documents – European Commission acts to slash red tape in all Member States;NA;NA
1655323;No more costly and bureaucratic stamps for public documents – European Commission acts to slash red tape in all Member States;NA;NA
2057957;No more costly and bureaucratic stamps for public documents – European Commission acts to slash red tape in all Member States;NA;NA
1582455;Through easier and faster access to relevant health data, health professionals will be able to improve the continuity of care.;NA;NA
744119;This endeavour is not without controversy, and many aspects of what I have under consideration are hotly debated and contested.;NA;NA
1792921;Commission welcomes the entry into force of the Agreement to prevent unregulated high seas fisheries in the Central Arctic Ocean;NA;NA
1957759;At G8 meeting, Vladimir Špidla calls for stronger support to promote decent work and the social dimension of globalisation (Moscow);NA;NA
228099;We need to develop effective new antimicrobials and rapid diagnostic tests as well as new vaccines and other alternative treatments.;NA;NA
593336;Wider crop rotations, the absence of herbicides, and other particular efforts by organic farmers, are a big support to biodiversity.;NA;NA
1538;An estimated 800,000 people need to be reskilled by 2025, and the battery industry is creating more than 700 different types of job.;NA;NA
965959;Additional EU assistance of €15 million will help scale up the response to surging humanitarian needs in the drought-stricken country.;NA;NA
27235;Pharmaceuticals represent 136 billion euros in trade surplus for the EU and in 2021 there were 89 new medicines authorised at EU level.;NA;NA
94348;Social economy organisations, faith groups, are a key element in local development, making a particular contribution to quality of life.;NA;NA
178;Today, the President of the European Commission, Ursula von der Leyen, and Italian Prime Minister Giuseppe Conte met by videoconference.;NA;NA
64186;Nearly 250 million euro from Home Affairs funds, with another 150 on its way, including targeted actions under the safe homes initiative.;NA;NA
1740;We have already collectively committed to phase out fossil fuel subsidies. This commitment cannot just be an aspirational target anymore.;NA;NA
1735951;"ADDRESS BY LORD COCKFIELD TO THE RETAIL CONSORTIUM CONFERENCE - BRUGES, OCTOBRER 20 1988 : ""THE IMPACT OF THE SINGLE MARKET ON RETAIL TRADE";NA;NA
2047609;"ADDRESS BY LORD COCKFIELD TO THE RETAIL CONSORTIUM CONFERENCE - BRUGES, OCTOBRER 20 1988 : ""THE IMPACT OF THE SINGLE MARKET ON RETAIL TRADE";NA;NA
929936;EU Agency for Fundamental Rights: Roma and Travellers survey 2019 in Belgium, France, Ireland, the Netherlands, Sweden and the United Kingdom;NA;NA
1685061;• Speech by Commissioner Potočnik 'Bosnia and Herzegovina: Making the Most of Research Cooperation under FP7 and ERA', Sarajevo – EMBARGO 16h00;NA;NA
844449;Secondly, there is close connection between the WTO objective of trade liberalisation and a commitment to effective competition law enforcement.;NA;NA
1564373;Commission's Communication of 2014: 'A stronger role of the private sector in achieving inclusive and sustainable growth in developing countries';NA;NA
1364;President Zelenskyy denounced the destruction of the Kakhovka Dam as ‘ecocide' and the ‘worst environmental disaster in Ukraine since Chernobyl'.;NA;NA
440162;Following the Commission consultation earlier this year, I will decide on the appropriate next steps, including legislative measures - if necessary.;NA;NA
1600142;The transaction relates primarily to the design, production, sale and trade of elevator components for residential and commercial applications, worldwide.;NA;NA
299275;In an ideal world it should be possible for Ukraine to have good relations both with the EU and with Russia.;NA;NA
606295;After all, it only makes sense to debate the rules of our wine market system if everyone is playing by them.;NA;NA
97190;And my main message is and was we must protect our shared border with shared EU resources based on shared values.;NA;NA
192897;Today I am here - on behalf of the European Commission - to defend the motion that the euro is stronger than ever.;NA;NA
192938;Today I am here - on behalf of the European Commission - to defend the motion that the euro is stronger than ever.;NA;NA
232056;And last but not least, we are witnessing the departure of the EU's largest financial centre from the single market.;NA;NA
1823587;And last but not least, we are witnessing the departure of the EU's largest financial centre from the single market.;NA;NA
424591;The SSM will help us prevent crises. But we also need to anticipate the cases where a crisis would nonetheless occur.;NA;NA
264295;It is a great pleasure for me to be with you today in this beautiful theatre to celebrate European cultural heritage.;NA;NA
264320;It is a great pleasure for me to be with you today in this beautiful theatre to celebrate European cultural heritage.;NA;NA
1549620;Unemployment is at 6.7 per cent. The lowest figure, not just since the crisis. But since the start of our new millennium.;NA;NA
762831;The EU succeeded, but we had to use negotiation capital defending what everybody had already agreed less than a year ago.;NA;NA
1162751;The Commission adopted today an interim report on the progress made by Croatia in the area of judiciary and fundamental rights;NA;NA
1672146;The Commission adopted today an interim report on the progress made by Croatia in the area of judiciary and fundamental rights;NA;NA
2061082;The Commission adopted today an interim report on the progress made by Croatia in the area of judiciary and fundamental rights;NA;NA
1582449;The Health Data Space, together with GDPR rights, will give you greater control over your health data. You will in particular:;NA;NA
799679;Meanwhile, ladies and gentlemen, I still hope the Nice Treaty will be ratified so that we can proceed swiftly with enlargement.;NA;NA
568274;New energy technologies face a continuum of risk, the level of which varies according to the current status of each technology:;NA;NA
702211;They encapsulate the spirit of everything that I -- and all those who believe in our shared endeavour -- have sought to achieve.;NA;NA
839189;A number of issues naturally emerge as additional potential targets of Community support in the coming phase of the peace process:;NA;NA
292769;First, today we adopted the fourth and last progress report on Georgia's implementation of the action plan on visa liberalisation.;NA;NA
1917121;establishing early contacts/co-operation between EU services and those of UN agencies, including hands-on co-operation in the field.;NA;NA
938865;More information will be available on the competition website, in the Commission's public case register under the case number M.9546.;NA;NA
1105079;The Commission today launched an in-depth consultation on issues arising in the area of investment funds. The consultation focuses on:;NA;NA
1660782;The Commission today launched an in-depth consultation on issues arising in the area of investment funds. The consultation focuses on:;NA;NA
1589933;These principles could be adjusted by the Commission through delegated acts to align with new scientific evidence once it is available.;NA;NA
584450;"""Europe"" it said, ""stands at the crossroads. We either go ahead - with resolution and determination - or we drop back into mediocrity.""";NA;NA
122902;The HERA Incubator will build on these reinforced diagnostic efforts. Through our sequencing, we will be building a library of variants.;NA;NA
693279;Another issue where we must improve our performance is in relation to discards – an area where you already have considerable experience.;NA;NA
1783067;Will Passenger Name Records (PNR) continue to be exchanged to prevent, detect and investigate terrorism and other forms of serious crime?;NA;NA
1784983;Will Passenger Name Records (PNR) continue to be exchanged to prevent, detect and investigate terrorism and other forms of serious crime?;NA;NA
1785141;Will Passenger Name Records (PNR) continue to be exchanged to prevent, detect and investigate terrorism and other forms of serious crime?;NA;NA
599813;The social dimension of energy concerns the workers. But it concerns also the customers, and in particular the most vulnerable customers.;NA;NA
1001909;The 2014 report on the application of the European Charter of Fundamental Rights was published today by the European Commission.First Vice-;NA;NA
724011;Among our partners, Russia has expressed concerns about the enlargement. This is perhaps not surprising as Russia is our biggest neighbour.;NA;NA
157120;Unaccompanied minors should be released from protective custody and brought to safe zones, zones that are suitable for long-term accommodation.;NA;NA
1796196;State aid: Commission approves Danish public guarantee of up to €137 million to compensate airline SAS for damage caused by coronavirus outbreak;NA;NA
2051500;State aid: Commission approves Danish public guarantee of up to €137 million to compensate airline SAS for damage caused by coronavirus outbreak;NA;NA
751788;On the one hand, we recognise the forces driving emigration they are generally poverty, unemployment and under-development. But also persecution.;NA;NA
1910996;17 Member States have reached the 1.5% target. Once again, Lithuania has the lowest deficit, followed by Denmark, Hungary, Finland, Poland and Sweden.;NA;NA
1336885;[3] Tang, P and G. Verweij, 2004, « Reducing the administrative burden in the EU », CPB Netherlands Bureau for Economic Policy Analysis working paper.;NA;NA
481116;Madame President Monique Surges and Former President Peter Kiely, of the New Zealand – Europe Business Council, Your Excellencies, Ladies and gentlemen,;NA;NA
898080;To address the Commission's preliminary competition concerns, Philip Morris International offered to divest Swedish Match's logistics arm, SMD Logistics.;NA;NA
779344;Recent structural developments put additional pressure on the whole supply chain for reorganising and optimising logistical operations. I am referring to:;NA;NA
1890932;Cross-Border Innovation: EU-funding: €31.7 million. Among the expected results: 1.200 enterprises will be supported leading to the creation of 35 new jobs.;NA;NA
368520;I am referring to our continued commitment to the International Competition Network, the forum now including 130 competition agencies from every continent.;NA;NA
1578417;[8] EU4Health Work Programme 2022, Direct grants to Member States' authorities: reinforced market surveillance of medical devices and in vitro medical devices;NA;NA
1736077;"ADDRESS BY MR SUTHERLAND AT THE ROYAL IRISH ACADEMY CONFERENCE, UNIVERSITY OF ULSTER - JORDANSTOWN, APRIL 13 1987 : ""TECHNOLOGY AND ECONOMIC GROWTH IN EUROPE""";NA;NA
2047742;"ADDRESS BY MR SUTHERLAND AT THE ROYAL IRISH ACADEMY CONFERENCE, UNIVERSITY OF ULSTER - JORDANSTOWN, APRIL 13 1987 : ""TECHNOLOGY AND ECONOMIC GROWTH IN EUROPE""";NA;NA
1735952;"SPEECH BY MR ANDRIESSEN TO THE COPA/AMERICAN CHAMBER OF COMMERCE MEETING - DUBLIN, OCTOBER 20 1988 : ""DOMESTIC AND INTERNATIONAL REFORM POLICIES IN AGRICULTURE""";NA;NA
2047610;"SPEECH BY MR ANDRIESSEN TO THE COPA/AMERICAN CHAMBER OF COMMERCE MEETING - DUBLIN, OCTOBER 20 1988 : ""DOMESTIC AND INTERNATIONAL REFORM POLICIES IN AGRICULTURE""";NA;NA
1873599;The sustainability transition requires unprecedented investments. Achieving it will depend on securing sufficient funding both from the public and private sectors.;NA;NA
1736054;"ADDRESS GIVEN BY MR ANDRIESSEN AT THE OCCASION OF THE EUROPEAN- AMERICAN JOURNALISTS' CONFERENCE - COPENHAGEN, 18 JULY 1987 : ""AGRICULTURE : PROBLEMS AND POSSIBLE SOLUTIONS""";NA;NA
2047716;"ADDRESS GIVEN BY MR ANDRIESSEN AT THE OCCASION OF THE EUROPEAN- AMERICAN JOURNALISTS' CONFERENCE - COPENHAGEN, 18 JULY 1987 : ""AGRICULTURE : PROBLEMS AND POSSIBLE SOLUTIONS""";NA;NA
425954;Allow me to focus on the issue of tax competition, as I know that this has become an issue of lively debate.;NA;NA
28046;Today, we are setting out a new and dynamic agenda to renew our relations and deliver a range of win-win outcomes.;NA;NA
754307;But in time it has become much more than that. The Convention is now debating the whole structure of the future Union.;NA;NA
1486360;Travel agents are free to sell the tickets of any other airline and the goods or services supplied by any third party.;NA;NA
640187;Curiosity involves listening: we have to be able to listen and to receive. We must be open to new impressions and arguments.;NA;NA
1565482;So what comes next? We will now discuss the withdrawal proposals with you and will only enact them after hearing your views.;NA;NA
1937659;We have agreed that all the issues identified in the EU text must be addressed for finding a viable and legally soundsolution.;NA;NA
1937672;We have agreed that all the issues identified in the EU text must be addressed for finding a viable and legally soundsolution.;NA;NA
306583;That is precisely what the European Commission is trying to do, and what has been its political priority from the very outset.;NA;NA
306631;That is precisely what the European Commission is trying to do, and what has been its political priority from the very outset.;NA;NA
960053;Along with the InvestEU programme, it also helps to bridge the investment gap in Europe and to create jobs and economic growth.;NA;NA
309741;Simply said: we will need the support of all of you. Only through collective, responsible action, we will make a real difference.;NA;NA
309765;Simply said: we will need the support of all of you. Only through collective, responsible action, we will make a real difference.;NA;NA
285400;COP 21 was an obvious highlight. But I have also attended for maritime trade fairs where again French innovation was to the fore.;NA;NA
285491;COP 21 was an obvious highlight. But I have also attended for maritime trade fairs where again French innovation was to the fore.;NA;NA
1539635;Actually, I look forward to discussing the state-of-play of the recovery and resilience plans at our dialogue together on July 14.;NA;NA
407884;Daniel is the permanent defender of SME interests and I asked him to report back on the discussions today and your recommendations.;NA;NA
469848;As you know, last June the Commission imposed a fine of €127 million on Telekom Polska for abusing its dominant position in Poland.;NA;NA
412740;Only 3% of global European FDI is in Japan. This shows that the EU-Japan trade and investment relationship could be greatly enhanced.;NA;NA
495398;The Finnish corporate governance code of 2003 was among the first national codes in the world to mention the gender of board members.;NA;NA
122387;For the moment the average NPL ratio in the European Union has remained stable, despite strong lending by banks throughout the crisis.;NA;NA
122452;For the moment the average NPL ratio in the European Union has remained stable, despite strong lending by banks throughout the crisis.;NA;NA
1760633;Free movement of capital: Commission refers Portugal to European Court of Justice over special rights held by the State in GALP Energia;NA;NA
1949434;Free movement of capital: Commission refers Portugal to European Court of Justice over special rights held by the State in GALP Energia;NA;NA
2065478;Free movement of capital: Commission refers Portugal to European Court of Justice over special rights held by the State in GALP Energia;NA;NA
722457;Firstly, let me say how delighted I am at the Presidency's announcement that work on the Intergovernmental Conference will begin again.;NA;NA
811851;These figures are more than explicit, and could become even worse if, for example, there were a significant increase in life expectancy.;NA;NA
1527989;The funds granted by the European Union will serve to cover the costs of technical assistance staff, training and purchase of equipment.;NA;NA
714261;In fact, tomorrow, the Commission will adopt a Communication on Industrial Policy on my initiative which will address many of these issues.;NA;NA
1461265;"In the recital of the proposal it is clearly stated that the Commission provides this flexibility ""in view of specific environmental needs"".";NA;NA
1604078;Commission approves €24 million Romanian scheme to support investments in sea and inland ports in the context of Russia's war against Ukraine;NA;NA
745173;Research should make them available, in the most natural and trustful way, to businesses and citizens whoever they are, anywhere and anytime.;NA;NA
753116;Research should make them available, in the most natural and trustful way, to businesses and citizens whoever they are, anywhere and anytime.;NA;NA
1930618;Helping to develop new harm reduction and prevention programmes that are adapted to the specific needs of various high risk/vulerable groups.;NA;NA
620743;Through sound consumer policy, the EU can make a significant contribution to competitiveness and also help re-connect Europe with its people.;NA;NA
1523185;A complete report on this survey and data on each Member State are available from Mr Dominique DAVID, DG VIII, tel.: 299.98.52, fax: 299.30.02.;NA;NA
1363387;1. To take the measures within my sphere of responsibility to contribute to the abovementioned objective of reducing the number of road deaths.;NA;NA
1363611;1. To take the measures within my sphere of responsibility to contribute to the abovementioned objective of reducing the number of road deaths.;NA;NA
1844372;First, have the Member States clearly defined the public services which a public broadcaster must perform in order to receive aid (definition)?;NA;NA
711154;The negotiations were protracted and at times even hard going -- given the political and symbolic importance of this initiative in this period.;NA;NA
1735979;"ADDRESS BY MR PETER SUTHERLAND TO THE 2ND WORLD SURFACTANTS CONGRESS - PARIS, MAY 24 1988 : ""THE ROLE OF COMPETITION POLICY ON THE WAY TO 1992""";NA;NA
2047638;"ADDRESS BY MR PETER SUTHERLAND TO THE 2ND WORLD SURFACTANTS CONGRESS - PARIS, MAY 24 1988 : ""THE ROLE OF COMPETITION POLICY ON THE WAY TO 1992""";NA;NA
19226;It is heartening to read that, by implementing all the measures proposed, we can reduce plastic pollution from mismanaged waste by 90% by 2040.;NA;NA
26861;Building on the work of the Spanish Presidency in 2002, the European Care Strategy of September last year adopted new Barcelona Targets for 2030.;NA;NA
