id,doc_pos,text_para,doc_key,n_chars_para,doc_type,para_type,lang,digital_zeroshot
1787512,3,EU Cohesion Policy: new report highlights that a cohesive development of regions is key for the EU's growth agenda,detail/en/mex_23_3047,114,news,subheader,en,4.226159362588078e-4
102821,8,"First of all, I want to emphasise that the European Union continues to be a key partner for Armenia, be it in the implementation of the reforms –for example, on the rule of law area– or be it in other parts of the reforms agenda. And I take comfort in the commitment made by the Government – the new government to continue the reforms. These are essential reforms, not only for Europe to see it, but also for people of Armenia to see it.",detail/en/speech_21_7698,437,speech,paragraph,en,0.06326896697282791
1710480,11,"The European Commission has decided to launch a probe into the State financing by Denmark of its public broadcaster TV2. The probe will cover the period 1995-2002. The Commission has come to the preliminary conclusion that the Danish State overcompensated the net additional cost incurred by TV2 for providing services of general interest. The amount of overcompensation is estimated at €87.8 million. Furthermore, there are indications that TV2 used these excess public funds to cross-subsidise its advertising business. The Commission will further analyse whether the prices TV2 charges for advertising would undercut those that an efficient commercial operator would have to charge to cover costs.",detail/en/mex_03_0122,700,news,paragraph,en,0.10926879942417143
257523,34,"How? Quite simply, by removing the main channels for multinational profit-shifting that exist in our Single Market today. All profits and losses will be consolidated, and shared amongst Member States on the basis of assets, sales and personnel. These are real, tangible factors which cannot be easily manipulated for tax planning purposes.",detail/en/speech_16_2263,339,speech,paragraph,en,0.03405879810452461
1552332,21,I believe this initiative constitutes a positive signal Europe sends to citizens in all regions.,detail/en/statement_18_3457,96,statement,paragraph,en,0.09352082759141922
2111460,1,Statement on Eurostat publication of latest edition of Manual on government deficit and debt,detail/en/statement_16_4713,92,statement,title,en,4.159596282988786e-4
1545729,10,"Today we have signed another agreement, a very important one, to support the agriculture and the small farm development of Ukraine, worth 26 million euros.",detail/en/statement_20_2569,155,statement,paragraph,en,0.0013993369648233
1469829,5,Through the operation Carlyle will acquire joint control over Gruppo Riello with the Ettore Riello family.,detail/en/ip_00_666,106,press,paragraph,en,0.00160882319323718
432802,15,"In the beginning of 2013 the Commission will present social investment for growth and cohesion package that will also address various aspects mentioned under what some of you have mentioned as ""social pact"". So the message I want to convey to you is: yes, we are doing everything we can with the tools and the instruments available at European level to inject this economic and social dimension in the broader response to the current crisis in the economic situation of the EU.",detail/en/speech_12_758,477,speech,paragraph,en,0.03265868127346039
1456224,9,"Embassy of Sweden New Delhi, 29 January 2001New Delhi",detail/en/ip_01_134,53,press,paragraph,en,0.00670887064188718
538677,27,that we now have a viable business model for KBC and,detail/en/speech_09_541,52,speech,paragraph,en,0.14761652052402496
900520,17,European Commission disburses first tranche of the new €1 billion macro-financial assistance for Ukraine,detail/en/ip_22_5373,104,press,paragraph,en,0.00844154600054025
1588763,6,"Article 17 provides that certain online content-sharing service providers need to obtain an authorisation from rightholders for the content uploaded on their website. If no authorisation is granted, they need to take steps to avoid unauthorised uploads. The aim of the guidance is to support a correct and coherent transposition and application of Article 17 across the Member States, paying particular attention to the need to ensure an appropriate balance between the different fundamental rights of users and rightholders.",detail/en/qanda_21_2821,525,qa,paragraph,en,0.36115068197250366
1525804,3,The Commission adopts a statement of objections against Unilever concerning freezer cabinet exclusivity in the Irish ice cream market,detail/en/ip_97_147,133,press,paragraph,en,0.02189944684505462
299463,7,"I am happy to use this occasion to underline, that our Funds devote a substantial share of their allocation to supporting social inclusion, and so changing the life of people from marginalised communities, in particular Roma.",detail/en/speech_15_7786,225,speech,paragraph,en,0.02180410921573639
883998,1,"The European Commission has approved a €1.2 billion (PLN 5.5 billion) Polish scheme to support energy-intensive companies facing increased energy costs in the context of Russia's war against Ukraine. The scheme was approved under the State aid Temporary Crisis and Transition Framework, adopted by the Commission on 9 March 2023 to support measures in sectors which are key to accelerate the green transition and reduce fuel dependencies. The new Framework amends and prolongs in part the Temporary Crisis Framework, adopted on 23 March 2022 to enable Member States to support the economy in the context of the current geopolitical crisis, already amended on 20 July 2022 and on 28 October 2022.",detail/en/ip_23_4732,695,press,paragraph,en,0.00649308832362294
1517087,199,"Two of them aim at the conservation of large carnivores (wolf, bear and lynx) in the Alps and Apennines.",detail/en/ip_97_668,104,press,paragraph,en,0.00137924321461468
402766,21,Kazakhstan has come very far since independence and we are delighted to have contributed also in some part through European investment and trade to your success story.,detail/en/speech_13_496,167,speech,paragraph,en,0.01169105339795351
1776634,3,What measures have you taken to tackle the ‘shadow fleet' which is transporting Russian oil above the oil price cap?,detail/en/qanda_23_6642,116,qa,subheader,en,0.02467871829867363
38570,25,"And we must adapt and constantly modernize Cohesion Policy to the needs of the future. So, I have launched a High-Level Reflection Group on the future of Cohesion Policy. The group had its first meeting in January, and will work throughout 2023, with hearings involving experts, academics, and other stakeholders.",detail/en/speech_23_1703,313,speech,paragraph,en,0.00989162921905517
2102351,1,NEGOTIATIONS FOR A EUROPE AGREEMENTBETWEEN THE EUROPEAN COMMUNITY AND ROMANIA,detail/en/ip_92_819,77,press,title,en,0.00165444612503051
1565333,6,"As for the ENP review, we will build on principles which will also be valid for the EaP: Differentiation, Inclusiveness, Flexibility, better use of Financial Instruments and increased visibility and ownership. A major challenge for the EaP will be to maintain its political attractiveness in view of other concepts promoted and pressured by Russia. We will certainly get valuable input on the perspectives of EaP at the summit in Riga. The Latvian Presidency is very committed and the meeting with Foreign Minister Scheytina has re-confirmed that I can rely on Poland as trustful and proactive partner in developing the EaP in a direction which will enable it to cope with the new challenges.'",detail/en/statement_15_6407,693,statement,paragraph,en,0.00989737827330827
213997,10,"They rightly put pressure on all of us: the Commission, the Parliament and the Member States.",detail/en/speech_18_3480,93,speech,paragraph,en,0.08578610420227051
1844413,1,"With regard to prices for farm commodities and food, are we entering a new era?",detail/en/speech_08_293,79,speech,list,en,0.01088067982345819
760392,84,"They will be helpful also to assess the usefulness of the Community action ""Promoting SMEs in the European Standardisation Process"".",detail/en/speech_02_475,132,speech,paragraph,en,0.01149137876927852
1865179,5,"As the prime users of the common lands, the project taught women how to cultivate Mahila seedlings, collect grass seeds and make woodfuel saving devices. The women were also trained to stitch and sow and encouraged to sell the dairy produce of their cattle in order to reduce household costs and increase their family income.",detail/en/speech_00_456,325,speech,list,en,9.196506580337882e-4
1926345,1,Belgium's coastal waters are in full compliance for the second consecutive year; Belgium is the only Member State to reach 100% compliance for its coastal waters. Unfortunately this good result is not mirrored for the fresh waters: it's the third consecutive year that standards have worsened and now stand just above 90% compliance;,detail/en/ip_01_722,333,press,list,en,0.01626570709049701
1178409,6,"For the procedures in question, the Directive requires Member States firstly to allow all interested entities to submit their applications and secondly to ensure that the choice between applications is made on the basis of objective, non‑discriminatory criteria. Also, the conditions and requirements for exercising or ceasing the activity must be laid down and made available to interested entities at any time.",detail/en/ip_10_1216,412,press,paragraph,en,0.08186216652393341
363952,47,Allow me to conclude with my final fact of the day.,detail/en/speech_14_282,51,speech,paragraph,en,0.28082799911499023
1925577,3,"the global indicative target of 12% of gross national energy consumption at Community level,",detail/en/ip_01_1255,92,press,list,en,0.00322248670272529
1449912,11,List of recommendations,detail/en/ip_01_560,23,press,paragraph,en,0.03105811215937137
90742,30,"In the future, we are going to further scale-up and diversify our financing offers for innovative blue economy projects to be able to support more and bigger tickets.",detail/en/speech_21_7948,166,speech,paragraph,en,0.08040801435709
575773,73,"But it is unfortunately a fact that at global level as well as in Europe, agricultural productivity growth has slowed down significantly for some key food grains. In Europe, we have to try to reverse that trend, while being respectful of the environment.",detail/en/speech_08_371,254,speech,paragraph,en,0.01919182576239109
1437572,9,"In summary, the Commission shares in broad terms the Court's recommendations aiming at ensuring inter-pillar coherence and effectiveness of CFSP actions by enhancing the Commission's role in the design phase of actions, their implementation, and in monitoring and reporting. The reform of the management of external programmes as well as the Commission-wide administrative reform should further strenghthen the Commission's ability to play effectively its role. In addition the Commission intends to adopt shortly a communication on the subject, containing setting out more clearly the division of tasks between Council and EU Commission in the management of CFSP actions.",detail/en/ip_01_1411,672,press,paragraph,en,0.07558134198188782
1689686,8,"Following a request from the Czech Competition Authority under the EU's Merger Regulation, the European Commission has decided to refer the assessment of the acquisition of the Czech retailer Plus Discount by REWE of Germany to the Czech Competition Authority. The Commission concluded that the proposed concentration would only affect competition in the Czech Republic and that the Czech authority would therefore be best placed to investigate its potential impact.",detail/en/mex_08_0704,466,news,paragraph,en,0.00372696784324944
1735971,1,ADDRESS BY MR SUTHERLAND TO THE GENEVA FINANCE MEETING ON JUNE 10 1988 : THE EUROPEAN COMMUNITY AND THE LIBERALISATION OF FINANCIAL SERVICES,detail/en/speech_88_58,140,speech,subheader,en,3.2842985820025206e-4
832274,38,"The Euro Mediterranean Summit later this year gives us a target. By that time I hope we can celebrate a significant reinforcement a relaunch, if you like - of the Barcelona Process. Before the summer, therefore, I intend to bring forward a strategy paper, suggesting specific measures that we need to take together. The political and economic stakes are high. The potential rewards are enormous.",detail/en/speech_00_134,395,speech,paragraph,en,0.00183687033131718
1520242,20,REPORT ON THE STATE OF HEALTH OF WOMEN IN THE EUROPEAN UNION,detail/en/ip_97_467,60,press,paragraph,en,5.838011857122183e-4
744058,5,Animal transport - Improvement on the way,detail/en/speech_03_182,41,speech,paragraph,en,5.806608241982758e-4
322909,42," One of the operational mottos of the new Commission is ""to be bigger on the big things and smaller on the smaller things"".",detail/en/speech_15_7948,124,speech,paragraph,en,0.06608724594116211
2112875,1,European Semester Spring Package: Questions and answers,detail/en/qanda_21_2723,55,qa,title,en,0.00130794278811663
634842,20,"Third, a general review of State Aid rules is underway. The Commission is aiming to simplify and modernise these rules to allow greater flexibility and to provide better targeted aid in favour of SMEs, such as in relation to innovation. Let me give you a few examples.",detail/en/speech_06_641,268,speech,paragraph,en,0.04836631566286087
1569034,7,"Commenting on the declaration, EU Climate Action Commissioner Connie Hedegaard said: ''I'm very glad that on both sides of the Mediterranean, we have decided to step up our common efforts in the fight against climate change. We are committed to an ambitious, legally binding deal in Paris next year as agreed in Durban, and are determined to work more closely together to make it happen. The Mediterranean region is particularly vulnerable to the impacts of climate change, but is also rich in opportunities for low-carbon development, including significant potential for renewable energy and energy and resource efficiency. In recognition of these challenges and opportunities, we have also established a regional climate change expert group for cooperation across the Mediterranean.''",detail/en/statement_14_154,786,statement,paragraph,en,0.00277373264543712
1684499,2,"• Memo on Preparation for the Competitiveness Council of Ministers, Brussels, 28/29 May 2009 and Space Council of Ministers, Brussels, 29 May 2009",detail/en/mex_09_0527,146,news,list,en,3.4355215029791e-4
302055,62,The Commission will present legislative proposals on deposit insurance before the end of the year.,detail/en/speech_15_7748,98,speech,paragraph,en,0.02243469469249248
245509,21,This information is to a large extent publicly available.,detail/en/speech_17_5475,57,speech,paragraph,en,0.39572566747665405
1047443,3,"Brussels, 14 January 2014",detail/en/ip_14_16,25,press,paragraph,en,0.06399887055158615
279529,3,"Yes, it is the best of times and it is the worst of times. But above all, it is the time for us in Europe to stand up for our values and be candid. And I am very honoured to welcome you, Prime Minister, here in this Chamber where you did exactly that, right now. Thank you.",detail/en/speech_16_5416,273,speech,paragraph,en,0.04542164131999016
1808683,6,EU to discuss the future of European Neighborhood Policy at Informal Ministerial meeting with Southern partners,detail/en/mex_15_4760,111,news,subheader,en,9.15072625502944e-4
264142,21,"During the 2014-2020 period, the European Structural and Investment Funds will invest 121 billion € in Research & Innovation, ICT and support to small businesses throughout Europe. Two million companies will be directly supported by these funds, to boost their competitiveness and increase their research and innovation capacity. A large part of this will go to mobility projects. The same goes for the Juncker Investment Fund, of which the results are becoming visible. In one year time, 64 innovation and infrastructure projects have been approved, with EFSI financing of more than 9 billion euros, of which 13% situated in the transport sector. We have to continue on this path.",detail/en/speech_16_5032,681,speech,paragraph,en,0.08189748972654343
496824,10,"The European Union and Europeans need you. The values that inspire you are shaping the future. By developing, testing and disseminating new solutions and taking risks, you are helping societies to create growth and jobs, and bolster cohesion and well-being.",detail/en/speech_11_189,257,speech,paragraph,en,0.0543258972465992
1364564,5,"The activities of the CMA and ZMP mainly benefit agricultural and food industry undertakings which take advantage of collective advertising, shared marketing, market reporting and market research activities and can take part in training measures, competitions, trade fairs and exhibitions.",detail/en/ip_04_78,289,press,paragraph,en,0.0014887322904542
1131055,5,"Under the rules of the Directive, Member States have to make sure mediated agreements can be enforced. According to an EU-funded study, the time wasted by not using mediation is estimated at an average of between 331 and 446 extra days in the EU, with extra legal costs ranging from €12,471 to €13,738 per case.",detail/en/ip_11_1432,311,press,paragraph,en,0.00601284904405474
1129820,7,Financial Assistance Mechanisms,detail/en/ip_11_1489,31,press,paragraph,en,8.615725091658533e-4
1583854,18,"Total cost is estimated at €6 billion. The Union's contribution to the Programme from 2022 until 2027 is €2,4 billion at current prices.",detail/en/qanda_22_922,136,qa,paragraph,en,0.02390367910265922
306663,5,Everyone here will have noted that the European Union has had a lot of media coverage in the past months – and not all of it flattering.,detail/en/speech_15_7655,136,speech,paragraph,en,0.12914858758449554
1729874,1,Commissioner Vestager speech at CEPS Corporate Breakfast,detail/en/speech_18_3849,56,speech,subheader,en,0.00547630619257688
1165965,19,"For more information on infringement procedures, see MEMO/11/45.",detail/en/ip_11_79,64,press,paragraph,en,0.0192708857357502
537502,23,Evaluation as One Input to the Policy Debate,detail/en/speech_09_564,44,speech,paragraph,en,0.0915391594171524
1406482,4,"The European Development and Humanitarian Aid Commissioner Poul Nielson will visit Papua New Guinea from 9-11 October 2002. It will be his first visit to the country. He will have discussions with the Prime Minister, Sir Michael Somare, and key cabinet ministers on EU development programme in the country. He will also deliver a speech on EU development policy at the University of Papua New Guinea, address a meeting of Non-State Actors and visit some of the EU-funded projects in the country. Mr Nielson will go on to the island of Bougainville, which has returned to peace after nine years of civil war, and meet the Governor, Mr John Momis, and the Council of Chiefs.",detail/en/ip_02_1441,672,press,paragraph,en,0.00329959392547607
1394265,11,Pension Funds Directive,detail/en/ip_03_179,23,press,paragraph,en,6.666243425570428e-4
840828,11,"The work currently underway on the Charter of Fundamental Rights reinforces the priority we give to human rights. As you know, the Tampere European Council agreed on the composition of a Working Body to draw up this Charter. Antonio Vitorino has been asked by Romano Prodi to lead on this task. I am keen to work with him to ensure that our policy on this is consistent with the approach that we take to human rights in the EU's external relations.",detail/en/speech_99_193,448,speech,paragraph,en,0.00102402665652334
301114,24,"This is a key objective of the President Juncker's Investment Plan. Designed to generate 315 billion euro of investments, this plan represents a real opportunity for the rail sector. Its guarantee mechanism is now in place and can help investors to finance projects such as ERTMS deployment or the retrofitting of rolling stock with silent technologies.",detail/en/speech_15_7762,353,speech,paragraph,en,6.644845707342029e-4
602642,10,Around 5% of the EU population was born in a third country and as many as one in 12 are living in a country different to the one in which they grew up.,detail/en/speech_07_569,151,speech,paragraph,en,0.08713367581367493
1006878,4,"This EU Trust Fund will address the massive and increasing resilience and stabilisation needs in Syria's neighbouring countries, in particular Lebanon, Jordan, Turkey, Iraq and Egypt, as well as inside Syria.",detail/en/ip_14_2155,208,press,paragraph,en,0.00133713148534297
1023195,5,"The European Commission adopted today a Communication Green Action Plan (GAP) for SMEs: Enabling SMEs to turn environmental challenges into business opportunities. The Action Plan presents a series of SME-oriented actions proposed at European level to help exploit the business opportunities that the transition to a green economy offers, by improving resource efficiency of European SMEs, supporting green entrepreneurship, exploiting the opportunities of greener value chains, and facilitating market access for green SMEs.",detail/en/ip_14_766,525,press,paragraph,en,0.00286695314571261
1103249,7,"The Directive entering into force today introduces a collection target of 45 % of electronic equipment sold that will apply from 2016 and, as a second step from 2019, a target of 65 % of equipment sold, or 85 % of electronic waste generated. Member States will be able to choose which one of these two equivalent ways to measure the target they wish to report. From 2018, the Directive will be extended from its current restricted scope to all categories of electronic waste, subject to an impact assessment beforehand.",detail/en/ip_12_898,519,press,paragraph,en,0.07803422957658768
1679226,13,Euro area annual inflation up to 1.4%,detail/en/mex_10_0416,37,news,paragraph,en,0.01787063106894493
258644,7,"Education, whether inside or outside the classroom, is at the heart of this. It is not the only solution. But there is no solution without education. Teachers and youth workers are vital in transmitting our shared values and building relationships that help young people become engaged citizens. We will therefore for example set up a network to enable visits from local role models – entrepreneurs, sportspeople, as well as formerly radicalised people – to schools, youth centres or sports clubs.",detail/en/speech_16_5125,497,speech,paragraph,en,0.00366407679393887
1778276,5,Why is the EU allowing the use of FADs despite the marine pollution it creates?,detail/en/qanda_23_2182,79,qa,subheader,en,0.0107988603413105
1000059,18,[3] All the other Member States are concerned except Ireland and Italy who have terminated their intra-EU BITs.,detail/en/ip_15_5198,111,press,paragraph,en,0.30445829033851624
283349,11,"The JRC also supports Europe's regions. Through its Smart Specialisation Platform, the JRC helps them to make better and more targeted use of European Structural and Investment Funds. The platform's monitoring function will analyse how funds are allocated according to smart specialisation strategies and examine the results.",detail/en/speech_16_5359,325,speech,paragraph,en,0.00431485893204808
1067105,11,"Financing must go hand in hand with policy objectives. Money should go where it is most needed, but we also need to use it in an innovative an effective way to ensure the maximum results.",detail/en/ip_13_693,187,press,paragraph,en,0.13965459167957306
16646,59,We have to make sure you have the capacity to investigate.,detail/en/speech_23_4726,58,speech,paragraph,en,0.23151540756225583
853207,27,"The introduction of the euro means much more than just adding a new currency. By replacing the currencies of the participating Member States, the euro will become, at the end of the transition period, the currency, in which businesses carry out their legal and contractual obligations, and establish their pricing and commercial policies.",detail/en/speech_98_203,338,speech,paragraph,en,0.0578523613512516
1526703,3,The Employment and Labour Market Committee holds its first meeting,detail/en/ip_97_73,66,press,paragraph,en,9.087178041227162e-4
1532628,34,"For all these countries, additional measures are needed.",detail/en/statement_22_8334,56,statement,paragraph,en,0.06824902445077896
1447564,15,"In May 2000 the Commission adopted a Communication on the reform of external aid management, which accounts for 62 % of all programmes managed directly by the Commission, and decided to set up EuropeAid from 1 January 2001 as the sole cooperation office responsible for implementation external aid instruments.",detail/en/ip_01_693,310,press,paragraph,en,0.0043990290723741
1854695,9,The first priority is Broadband availability. Wider spread of broadband is essential to attain higher productivity and improve administrations and public services.,detail/en/speech_03_441,163,speech,list,en,0.11710413545370102
674944,30,"For my part, your experience points to at least two key conclusions:",detail/en/speech_05_533,68,speech,paragraph,en,0.12907946109771729
1863446,1,"First, not just the need to restructure your agriculture and processing sectors, but the interest for you to do so",detail/en/speech_01_191,114,speech,list,en,0.00669601978734135
1208677,3,State aid: Commission takes Italy to Court for failure to recover illegal aid from hotels in Sardinia,detail/en/ip_10_103,101,press,paragraph,en,0.00115748541429638
247818,20,"Today, the EU is China's most important destination for outward investment. Chinese companies are attracted by the talent and innovation of our people, the stability of our investment environment and the strength of our economy.",detail/en/speech_17_1526,228,speech,paragraph,en,0.0159727893769741
1867144,15,The new map for European regional policy for the next seven years has been practically completed. 40% of the Union's population live in regions eligible for Objective 1 or Objective 2.,detail/en/speech_00_139,184,speech,list,en,0.00134835578501224
1652015,15,President Barroso will also visit the International Museum of the Red Cross and Red Crescent.,detail/en/mex_13_1025,93,news,paragraph,en,0.0010271081700921
718397,29,"Equally, I am sure that many of you have been following the discussions over the future EU budget as well. And here too, the recent proposals for the financial perspectives from 2007-2013 point towards a future in which agriculture, sustainability, and the environment are more closely linked, grouping the three under the collective heading, 'Preservation and management of natural resources'.",detail/en/speech_04_103,394,speech,paragraph,en,0.00193526071961969
1249975,15,"See also MEMO/08/755 Energy cooperation in the Mediterranean – What's the Commission doing? – Focus on Egypt, 2 December 2008.",detail/en/ip_08_1854,126,press,paragraph,en,3.4029100788757205e-4
2054099,1,New Commission space policy puts focus on improving people's daily lives and boosting Europe's competitiveness,detail/en/ip_16_3530,110,press,title,en,0.00161591055803
761371,12,That gives the measure of the challenges Europe faces. They make even our largest Member State look puny in comparison.,detail/en/speech_02_455,119,speech,paragraph,en,0.04628762230277061
1959477,5,March 2006 : Euro-zone annual inflation down to 2.2% ; EU25 down to 2.1%,detail/en/mex_06_0420,72,news,list,en,0.00946402922272682
625292,29,"In contrast to the rapid internationalisation of operations among financial intermediaries, we find rather static and still predominantly national-based EU supervisory structures. The result is inefficiency in supervision, significant deadweight costs for the financial industry and increased risks for financial stability. If the EU financial sector is to be safe and efficient, something must change. Needless to say, supervisory structures should adapt to the new financial-market reality and not the other way round. It is essential, therefore, that the EU supervision framework keeps pace with the changing economic and financial environment.",detail/en/speech_07_45,647,speech,paragraph,en,0.04413338378071785
1906635,2,"(ii) objective, transparent and pre-defined conditions for compensation",detail/en/ip_08_669,71,press,list,en,0.04406068474054336
399965,35,"Second we need to support the medium term potential of our green technology industries in Europe, which have a technological and market lead in markets are developing fast globally.",detail/en/speech_13_554,181,speech,paragraph,en,0.12886103987693787
1187366,6,"The UN ECOSOC Development Cooperation Forum meeting will gather Ministers of Development and Foreign Affairs. Commissioner Piebalgs will represent the European Union in the Development Cooperation Forum. He will use the opportunity to present latest decisions adopted by the EU in support for achievement of the MDGs and will stress the importance of policy coherence on development and aid effectiveness, which are one of the main themes that the Forum is structured around. The Development Cooperation Forum (DCF) was created in 2008 to be the principal UN forum for global dialogue and policy review on the effectiveness and coherence of international development cooperation. The meeting with Helen Clark, Administrator of the UNDP will be an occasion for the Commissioner to exchange views on development policy and discuss expectations ahead of the UN High Level Summit on MDGs. Following this, Commissioner Piebalgs will address students, professors and other guests at the City University of New York to communicate and provide visibility to the EU policies and actions in support for the MDGs.",detail/en/ip_10_853,1102,press,paragraph,en,0.01561780273914337
837312,88,"The issue of transparency at the Union level is addressed in the Helsinki Report. In this regard, the role of the European Parliament and of national parliaments in policy co-ordination is stressed.",detail/en/speech_00_47,198,speech,paragraph,en,0.01342229451984167
960993,3,"The European Union is fully committed to the continued, full and effective implementation of the Iran nuclear deal (JCPOA), so long as Iran also respects its obligations. The announcement by the United States that it is withdrawing from the Iran nuclear deal and its decision to reinstate sanctions has the potential to have a negative impact on European companies which have invested in Iran in good faith since the deal was signed. The lifting of nuclear-related sanctions is an essential part of the JCPOA. The European Union is committed to mitigating the impact of US sanctions on European businesses and taking steps to maintain the growth of trade and economic relations between the EU and Iran that began when sanctions were lifted. This can only be acheived by a combination of measures taken at national and European level.",detail/en/ip_18_3861,833,press,paragraph,en,0.08788740634918213
1889115,1,"When licensing its film output for pay-TV to a broadcaster in the EEA, Paramount Pictures would not (re)introduce contractual obligations, which prevent or limit a pay-TV broadcaster from responding to unsolicited requests from consumers within the EEA but outside of the pay-TV broadcaster’s licensed territory (No “Broadcaster Obligation”);",detail/en/ip_16_1530,342,press,list,en,0.13100910186767578
1545690,17,"I think that, at this stage, I stop here and I am happy to answer any of your questions.",detail/en/statement_20_208,88,statement,paragraph,en,0.1416243016719818
889689,6,"The European Works Councils Directive requires Member States to put in place adequate administrative and judicial procedures for the establishment and operation of European Works Councils. About 20 new EWCs are created each year and around 1,000 companies have active EWCs, representing around half of all eligible companies.",detail/en/ip_23_2141,325,press,paragraph,en,0.00113440933637321
1450729,6,"As regards exemptions from the permit requirement, Italy has not adopted general rules for each type of activity that establish the quantities of waste below which the activity may be exempted from requiring a permit. However, the exemption system provided for by the Directive cannot be applied without first satisfying this requirement.",detail/en/ip_01_504,338,press,paragraph,en,0.02614335343241691
1573226,265,"The team behind this project aims to implement collective purchasing of heat pump systems for entire streets. They will work with local authorities, housing organisations, residents, installers and solution providers. They focus on characterising housing typologies, developing financing packages and contracts, and raising awareness among stakeholders. The goal is to reduce costs, increase energy efficiency, and decarbonise heat in existing housing.",detail/en/qanda_23_5737,452,qa,paragraph,en,0.00159195472951978
1054467,7,"Leaders will discuss how best to meet new policy challenges in a changing world, in particular the need to secure green growth. The summit agenda will deal with EU-China bilateral relations including trade and investment, market access, human rights, innovation, urbanisation, good governance and the rule of law, agriculture, energy, climate change, environment and people-to-people exchanges. There will be an exchange of views on each other's domestic situations. Global development and regional issues will be covered, including cooperation in the G20 and security in each other's neighbourhoods, including the crisis in Syria.",detail/en/ip_13_1099,631,press,paragraph,en,0.00328229251317679
672184,25,I also intend to address the market transparency issue. The lack of transparency on world oil markets facilitates speculation and inhibits investment in the oil sector. My first action in this regard will be the creation of a European Energy Market Observation System which would provide reliable information to facilitate investments of private operators in the energy sector as well as to improve decision taking of policy makers.,detail/en/speech_05_597,432,speech,paragraph,en,0.00267107947729527
277110,22,This produced valuable guidance on how to integrate sectors that are critical for preparedness and response and how to bring them together and develop synergies.,detail/en/speech_16_5469,161,speech,paragraph,en,0.02620766125619411
1467054,8,"The Commission has concluded that, subject to full compliance with the divestment undertaking, no dominant position will be created and has therefore decided to clear the operation.",detail/en/ip_00_864,181,press,paragraph,en,0.14746305346488953
311253,39,For me this is what performance budgeting means in practice.,detail/en/speech_15_7572,60,speech,paragraph,en,7.969610160216689e-4
1850480,3,Making Europe a more attractive place to invest and work in;,detail/en/speech_05_304,60,speech,list,en,0.16190136969089508
138066,26,"Today, we are calling on all to join our action to halt biodiversity loss.",detail/en/speech_20_1973,74,speech,paragraph,en,0.00262160645797848
288155,10,"Now, the situation is not that bleak. Over the last few years, we have made quite an effort to develop a better understanding of the economics of the fisheries sector. And as you will hear today and tomorrow, we have made significant progress.",detail/en/speech_16_4598,243,speech,paragraph,en,0.01384591590613126
849787,32,"If ""doing nothing"" is the worst option, then ""not doing enough"" is surely the next-worst. Half-hearted or slimmed down attempts at reform would only combine the drawbacks of spoilt prospects with the disadvantages of missed opportunities. A ""mini-reform"" cannot give our farmers new self-confidence.",detail/en/speech_98_275,299,speech,paragraph,en,0.13487674295902252
855663,61,Partnership between the various public authorities is particularly important for two reasons:,detail/en/speech_98_155,93,speech,paragraph,en,0.04245117679238319
409377,11,"and, yes – consistent fiscal consolidation where necessary and at a pace that is appropriate for each country.",detail/en/speech_13_344,110,speech,paragraph,en,0.01130131818354129
1527350,20,Pluri-regional pilot applications (RISI2),detail/en/ip_97_34,41,press,paragraph,en,0.00347716314718127
1056783,4,"Commission, Parliament and European Council bring together non-confessional organisations to discuss European citizenship",detail/en/ip_13_1007,121,press,paragraph,en,0.00952168460935354
1535793,3,"And then, the third is the most important pillar, and this is the massive investment in renewables. It is accelerating the deployment of renewables across the European Union. The renewable energy has the big advantage that it is not only good for the climate, but it is also good for our independence and good for our security of supply, and it creates jobs at home. So for this plan, REPowerEU, we have been discussing with the European Council, we are proposing to support it with EUR 300 billion from EU funding. There are different parts that are contributing to this funding. If there are any questions about it, I am very happy to respond to them. But this is the house of REPowerEU that we have presented and discussed today.",detail/en/statement_22_3391,732,statement,paragraph,en,0.00799862388521432
1985814,1,"Commission's 2002 budget proposals : facing short-term problems, fulfilling long-term commitments",detail/en/mex_01_0508,97,news,list,en,0.00144761230330914
905919,24,EU's support in Lebanon,detail/en/ip_22_2778,23,press,paragraph,en,0.06301401555538177
154285,19,The European Centre for Disease Prevention and Control will update their risk assessment to reflect the findings of the mission. Further technical guidance relating to resources and preparedness for public health measures and preparedness for hospitals will also be sent to Italy this week.,detail/en/speech_20_337,290,speech,paragraph,en,0.0037768012844026
221806,6,"As I said to him when he hosted the Commission in Sofia last week, this is a special moment. For Bulgaria, of course, because it is the first Bulgarian Presidency of the Council, but also for me personally.",detail/en/speech_18_303,206,speech,paragraph,en,0.00343473558314144
1574364,38,"As regards to Big Data, the latest available data are from 2020. In 2020, big data analytics tools register the lowest uptake with only 14% of enterprises in the EU using them, the majority of them (34%) being large enterprises, followed by medium (21%) and small sized ones (13%).",detail/en/qanda_23_4620,281,qa,paragraph,en,0.04276655614376068
631216,51,"It is easy to forget, in the midst of a give and take negotiation, that we all benefit from progressive and careful liberalisation. It is a development tool that brings its own efficiency gains. And these gains are proportional to the size of the economy concerned. India is a shining illustration of that. Few countries have done more in terms of lowering tariffs in recent years than India; and it is no coincidence that few countries have shown the same benefits of growth.",detail/en/speech_06_714,476,speech,paragraph,en,0.03492315858602524
728329,51,"In a few months, our family of nations and peoples will have ten new members. With their enthusiasm we will be able to enhance our Union and give it new horizons. We must extend it too, and together we can defend and assert more firmly the values on which it is founded.",detail/en/speech_03_521,270,speech,paragraph,en,0.05325425416231155
